,bov,skill,agility,power,mentality,defending,goalkeeping,total_stats
3547,52,12.84523257866513,49.0,234,193,5.0106352940962555,3.713572066704308,1198
3548,70,17.0,69.0,338,286,5.332718793265369,3.8501476017100584,1768
3549,55,15.297058540778355,64.0,286,234,5.0238805208462765,3.9512437185814275,1485
3550,71,16.76305461424021,75.0,294,297,5.393627546352362,4.04305126783455,1775
3551,68,16.09347693943108,63.0,301,276,5.288267030694535,3.912023005428146,1656
3552,53,12.609520212918492,45.0,260,195,5.0106352940962555,3.828641396489095,1233
3553,68,14.491376746189438,71.0,312,183,5.2832037287379885,4.189654742026425,1536
3554,70,17.804493814764857,70.0,344,337,5.365976015021851,4.060443010546419,1883
3555,74,17.72004514666935,51.0,334,308,5.407171771460119,3.871201010907891,1770
3556,58,13.564659966250536,48.0,273,195,5.181783550292085,3.5553480614894135,1314
3557,74,13.379088160259652,49.0,278,251,5.438079308923196,3.912023005428146,1491
3558,60,11.832159566199232,49.0,248,196,5.198497031265826,3.713572066704308,1275
3559,70,15.684387141358123,66.0,325,245,5.342334251964811,3.6109179126442243,1589
3560,57,13.92838827718412,65.0,252,209,5.099866427824199,3.828641396489095,1395
3561,71,16.278820596099706,74.0,320,261,5.318119993844216,4.04305126783455,1721
3562,72,16.15549442140351,65.0,306,237,5.37989735354046,3.912023005428146,1651
3563,67,16.852299546352718,50.0,318,278,5.231108616854587,4.110873864173311,1629
3564,75,16.941074346097416,69.0,333,275,5.3706380281276624,3.912023005428146,1780
3565,63,13.114877048604,57.0,300,188,5.247024072160486,3.871201010907891,1409
3566,73,17.0,66.0,291,290,5.356586274672012,4.007333185232471,1747
3567,73,15.748015748023622,66.0,331,256,5.365976015021851,3.9889840465642745,1677
3568,76,15.716233645501712,58.0,343,282,5.420534999272286,4.007333185232471,1736
3569,74,17.663521732655695,69.0,359,291,5.407171771460119,3.713572066704308,1868
3570,74,15.968719422671311,66.0,281,267,5.365976015021851,4.110873864173311,1694
3571,68,15.362291495737216,66.0,281,245,5.3706380281276624,3.828641396489095,1543
3572,72,15.716233645501712,69.0,322,265,5.384495062789089,3.6635616461296463,1699
3573,63,16.0,63.0,295,250,5.25227342804663,4.04305126783455,1576
3574,69,14.177446878757825,65.0,304,246,5.3230099791384085,3.8066624897703196,1554
3575,52,12.24744871391589,54.0,202,184,5.049856007249537,3.9512437185814275,1162
3576,75,15.905973720586866,60.0,325,274,5.4510384535657,4.007333185232471,1697
3577,66,12.68857754044952,53.0,273,232,5.313205979041787,3.871201010907891,1385
3578,54,12.489995996796797,48.0,253,186,5.0238805208462765,3.6375861597263857,1231
3579,61,14.38749456993816,66.0,283,259,5.176149732573829,4.04305126783455,1512
3580,69,15.716233645501712,65.0,283,269,5.3230099791384085,3.871201010907891,1604
3581,73,14.966629547095765,64.0,272,270,5.424950017481403,4.189654742026425,1612
3582,66,15.231546211727817,61.0,269,235,5.278114659230517,3.828641396489095,1520
3583,69,14.52583904633395,62.0,273,236,5.3230099791384085,3.828641396489095,1522
3584,54,11.224972160321824,49.0,263,214,5.081404364984463,4.007333185232471,1218
3585,77,15.748015748023622,44.0,343,264,5.424950017481403,3.8918202981106265,1695
3586,71,16.703293088490067,70.0,344,301,5.298317366548036,3.6888794541139363,1787
3587,62,15.524174696260024,60.0,268,259,5.209486152841421,4.060443010546419,1573
3588,70,15.524174696260024,58.0,299,269,5.327876168789581,3.7612001156935624,1627
3589,67,15.524174696260024,68.0,312,276,5.241747015059643,3.828641396489095,1649
3590,62,13.96424004376894,47.0,265,236,5.170483995038151,3.8501476017100584,1410
3591,70,15.297058540778355,58.0,304,241,5.332718793265369,4.007333185232471,1605
3592,69,16.46207763315433,44.0,330,279,5.3612921657094255,4.356708826689592,1716
3593,62,13.228756555322953,71.0,274,207,5.204006687076795,4.04305126783455,1421
3594,74,16.217274740226856,59.0,341,300,5.429345628954441,3.9318256327243257,1772
3595,76,15.132745950421556,41.0,305,275,5.41610040220442,3.828641396489095,1627
3596,60,13.856406460551018,56.0,275,213,5.231108616854587,4.0943445622221,1443
3597,71,15.362291495737216,59.0,298,243,5.327876168789581,4.04305126783455,1601
3598,71,15.264337522473747,61.0,343,227,5.313205979041787,3.784189633918261,1576
3599,74,15.394804318340652,58.0,289,267,5.342334251964811,3.6888794541139363,1569
3600,64,14.594519519326424,59.0,297,248,5.225746673713202,3.828641396489095,1478
3601,67,15.033296378372908,59.0,288,230,5.267858159063328,4.02535169073515,1520
3602,61,14.594519519326424,57.0,240,236,5.225746673713202,3.912023005428146,1432
3603,69,14.2828568570857,61.0,287,250,5.293304824724492,3.7612001156935624,1528
3604,67,12.922847983320086,63.0,321,250,5.298317366548036,3.6888794541139363,1463
3605,62,14.035668847618199,51.0,272,222,5.204006687076795,3.7612001156935624,1390
3606,58,15.0,52.0,279,249,5.111987788356544,3.970291913552122,1486
3607,67,16.492422502470642,68.0,336,279,5.303304908059076,3.6888794541139363,1749
3608,68,13.96424004376894,66.0,295,222,5.267858159063328,3.784189633918261,1498
3609,66,12.96148139681572,41.0,278,212,5.262690188904886,4.1588830833596715,1374
3610,69,15.329709716755891,63.0,272,245,5.288267030694535,3.5553480614894135,1542
3611,70,14.832396974191326,47.0,273,244,5.384495062789089,4.04305126783455,1445
3612,64,12.68857754044952,47.0,315,227,5.313205979041787,4.204692619390966,1389
3613,67,14.177446878757825,38.0,250,241,5.298317366548036,3.7612001156935624,1385
3614,75,16.822603841260722,66.0,313,318,5.4510384535657,3.7612001156935624,1786
3615,64,13.784048752090222,57.0,248,233,5.231108616854587,4.04305126783455,1445
3616,65,16.0,67.0,314,280,5.231108616854587,4.04305126783455,1693
3617,63,14.177446878757825,52.0,273,261,5.220355825078324,3.9512437185814275,1483
3618,65,15.264337522473747,65.0,304,258,5.262690188904886,4.219507705176107,1619
3619,80,18.547236990991408,66.0,379,375,5.501258210544727,4.04305126783455,2118
3620,75,15.264337522473747,45.0,321,291,5.37989735354046,4.07753744390572,1695
3621,63,13.674794331177344,56.0,269,224,5.187385805840755,4.007333185232471,1416
3622,72,15.524174696260024,59.0,292,258,5.389071729816501,3.9889840465642745,1651
3623,82,17.60681686165901,69.0,351,348,5.497168225293202,4.110873864173311,1988
3624,66,15.0,59.0,277,221,5.236441962829949,3.9889840465642745,1500
3625,68,16.492422502470642,48.0,321,287,5.293304824724492,3.9318256327243257,1688
3626,65,15.684387141358123,69.0,322,279,5.209486152841421,4.02535169073515,1666
3627,67,13.228756555322953,39.0,288,246,5.293304824724492,3.912023005428146,1414
3628,64,14.866068747318506,72.0,287,262,5.214935757608986,3.9318256327243257,1554
3629,59,14.866068747318506,60.0,298,244,5.170483995038151,3.8918202981106265,1532
3630,62,13.784048752090222,50.0,294,245,5.159055299214529,4.110873864173311,1455
3631,69,15.132745950421556,57.0,261,239,5.303304908059076,3.871201010907891,1530
3632,67,16.76305461424021,60.0,297,282,5.272999558563747,3.970291913552122,1666
3633,66,14.66287829861518,60.0,269,238,5.272999558563747,4.060443010546419,1485
3634,65,15.297058540778355,61.0,311,240,5.204006687076795,3.8501476017100584,1562
3635,70,14.696938456699069,63.0,311,220,5.356586274672012,4.060443010546419,1588
3636,64,14.352700094407323,58.0,267,225,5.204006687076795,3.912023005428146,1370
3637,65,15.84297951775486,63.0,287,250,5.231108616854587,4.143134726391533,1582
3638,67,14.560219778561036,37.0,281,242,5.262690188904886,4.174387269895637,1501
3639,67,14.106735979665885,33.0,256,276,5.25227342804663,3.7612001156935624,1442
3640,66,16.0312195418814,67.0,310,277,5.267858159063328,3.9318256327243257,1676
3641,66,13.92838827718412,38.0,272,227,5.2574953720277815,4.0943445622221,1429
3642,61,13.711309200802088,59.0,254,218,5.187385805840755,3.912023005428146,1373
3643,69,13.490737563232042,51.0,295,227,5.327876168789581,3.784189633918261,1400
3644,67,13.892443989449804,47.0,255,230,5.3230099791384085,4.127134385045092,1418
3645,55,12.0,47.0,264,197,5.075173815233827,3.912023005428146,1240
3646,67,15.0,56.0,268,271,5.204006687076795,4.02535169073515,1564
3647,68,16.673332000533065,61.0,349,310,5.278114659230517,4.04305126783455,1789
3648,67,14.730919862656235,67.0,303,249,5.267858159063328,4.04305126783455,1602
3649,53,12.649110640673518,53.0,234,222,5.062595033026967,3.9889840465642745,1262
3650,72,18.547236990991408,63.0,395,307,5.351858133476067,3.9889840465642745,1939
3651,78,16.1245154965971,60.0,293,266,5.442417710521793,3.9512437185814275,1708
3652,69,14.696938456699069,58.0,299,264,5.308267697401205,4.23410650459726,1602
3653,69,14.730919862656235,51.0,358,234,5.262690188904886,3.912023005428146,1568
3654,76,17.52141546793523,77.0,353,316,5.455321115357702,2.70805020110221,1901
3655,56,13.30413469565007,59.0,256,208,5.049856007249537,4.007333185232471,1340
3656,61,15.198684153570664,70.0,286,237,5.1298987149230735,4.04305126783455,1534
3657,73,15.620499351813308,59.0,269,289,5.356586274672012,3.9512437185814275,1656
3658,69,14.317821063276353,59.0,299,269,5.298317366548036,3.7612001156935624,1606
3659,71,15.524174696260024,62.0,324,241,5.3471075307174685,4.060443010546419,1652
3660,68,14.866068747318506,67.0,287,240,5.272999558563747,4.04305126783455,1558
3661,78,16.0,64.0,310,307,5.497168225293202,4.02535169073515,1804
3662,68,16.06237840420901,68.0,325,275,5.272999558563747,3.970291913552122,1687
3663,62,12.12435565298214,43.0,287,206,5.262690188904886,3.912023005428146,1342
3664,67,15.874507866387544,53.0,295,299,5.267858159063328,4.127134385045092,1675
3665,77,13.74772708486752,42.0,276,253,5.4638318050256105,3.5553480614894135,1529
3666,77,16.1245154965971,59.0,300,291,5.420534999272286,4.04305126783455,1730
3667,76,16.852299546352718,62.0,336,293,5.43372200355424,4.1588830833596715,1816
3668,72,16.46207763315433,66.0,343,280,5.37989735354046,3.8918202981106265,1758
3669,59,12.609520212918492,48.0,263,207,5.204006687076795,4.0943445622221,1309
3670,67,15.0,61.0,283,266,5.2832037287379885,4.02535169073515,1544
3671,77,16.881943016134134,66.0,328,313,5.4680601411351315,3.7612001156935624,1853
3672,73,16.217274740226856,51.0,314,281,5.342334251964811,4.02535169073515,1625
3673,72,14.798648586948742,54.0,287,249,5.351858133476067,3.970291913552122,1536
3674,79,16.822603841260722,68.0,345,306,5.476463551931511,3.9512437185814275,1902
3675,51,12.36931687685298,60.0,230,180,4.983606621708336,3.8066624897703196,1179
3676,65,15.0,65.0,289,267,5.278114659230517,4.174387269895637,1620
3677,74,15.394804318340652,54.0,295,292,5.43372200355424,3.9512437185814275,1658
3678,66,16.1245154965971,69.0,349,289,5.267858159063328,4.04305126783455,1789
3679,63,15.684387141358123,51.0,268,260,5.236441962829949,3.8501476017100584,1529
3680,71,15.684387141358123,58.0,348,288,5.3471075307174685,3.9889840465642745,1780
3681,67,12.529964086141668,60.0,311,227,5.313205979041787,3.9318256327243257,1444
3682,68,13.892443989449804,54.0,305,265,5.267858159063328,4.060443010546419,1569
3683,64,16.06237840420901,77.0,287,282,5.187385805840755,3.9512437185814275,1665
3684,62,14.52583904633395,66.0,256,253,5.181783550292085,3.912023005428146,1506
3685,79,17.320508075688775,69.0,318,311,5.455321115357702,4.060443010546419,1870
3686,68,16.583123951777,73.0,277,260,5.298317366548036,4.04305126783455,1657
3687,64,14.212670403551895,60.0,243,209,5.220355825078324,3.7612001156935624,1420
3688,67,15.0,49.0,288,269,5.267858159063328,3.9318256327243257,1513
3689,60,15.556349186104045,55.0,248,236,5.214935757608986,3.9512437185814275,1470
3690,72,14.177446878757825,32.0,304,256,5.37989735354046,3.713572066704308,1507
3691,71,16.217274740226856,57.0,326,310,5.365976015021851,3.9318256327243257,1735
3692,70,15.716233645501712,68.0,310,238,5.356586274672012,3.9889840465642745,1652
3693,65,14.89966442575134,41.0,284,229,5.2574953720277815,3.871201010907891,1500
3694,52,12.529964086141668,43.0,231,186,5.087596335232384,3.8918202981106265,1232
3695,67,16.278820596099706,69.0,287,283,5.3230099791384085,4.007333185232471,1665
3696,80,17.832554500127006,57.0,381,341,5.501258210544727,4.110873864173311,1983
3697,73,13.74772708486752,62.0,304,265,5.407171771460119,3.970291913552122,1540
3698,72,14.317821063276353,74.0,287,255,5.424950017481403,3.970291913552122,1633
3699,66,14.594519519326424,40.0,272,248,5.231108616854587,3.8501476017100584,1419
3700,62,15.905973720586866,54.0,290,257,5.198497031265826,3.912023005428146,1548
3701,64,14.422205101855956,33.0,274,236,5.220355825078324,3.9889840465642745,1395
3702,72,16.46207763315433,68.0,348,282,5.327876168789581,3.9889840465642745,1793
3703,61,13.416407864998739,49.0,254,209,5.220355825078324,3.8918202981106265,1357
3704,69,15.264337522473747,65.0,308,274,5.327876168789581,4.07753744390572,1655
3705,76,15.748015748023622,65.0,314,291,5.41610040220442,4.04305126783455,1717
3706,59,16.0312195418814,64.0,296,237,5.0689042022202315,3.9889840465642745,1550
3707,69,15.652475842498529,60.0,326,289,5.303304908059076,4.1588830833596715,1699
3708,63,14.52583904633395,53.0,243,242,5.198497031265826,3.713572066704308,1433
3709,65,16.401219466856727,66.0,293,268,5.209486152841421,4.060443010546419,1643
3710,68,18.027756377319946,74.0,381,336,5.247024072160486,3.7376696182833684,1946
3711,66,14.866068747318506,61.0,305,243,5.225746673713202,3.9512437185814275,1515
3712,71,15.491933384829668,63.0,294,257,5.327876168789581,3.828641396489095,1593
3713,61,14.89966442575134,64.0,250,226,5.214935757608986,3.970291913552122,1428
3714,58,12.041594578792296,58.0,267,194,5.147494476813453,3.713572066704308,1309
3715,74,16.64331697709324,67.0,297,293,5.389071729816501,4.007333185232471,1755
3716,65,14.594519519326424,58.0,298,249,5.2574953720277815,3.912023005428146,1523
3717,64,12.165525060596439,44.0,297,201,5.303304908059076,3.871201010907891,1268
3718,72,15.264337522473747,58.0,285,237,5.337538079701318,3.970291913552122,1546
3719,59,13.601470508735444,54.0,260,215,5.135798437050262,3.912023005428146,1362
3720,74,17.72004514666935,63.0,357,322,5.389071729816501,3.713572066704308,1889
3721,59,14.89966442575134,67.0,247,215,5.159055299214529,3.970291913552122,1452
3722,63,13.856406460551018,64.0,270,263,5.198497031265826,3.8066624897703196,1476
3723,68,15.524174696260024,61.0,300,280,5.308267697401205,4.07753744390572,1650
3724,70,16.186414056238647,67.0,325,292,5.342334251964811,3.9512437185814275,1703
3725,69,15.0,50.0,281,243,5.3230099791384085,3.9889840465642745,1561
3726,55,12.68857754044952,54.0,240,204,5.049856007249537,4.04305126783455,1273
3727,61,15.0996688705415,45.0,308,260,5.14166355650266,3.9512437185814275,1504
3728,73,17.435595774162696,50.0,396,291,5.3706380281276624,3.9889840465642745,1849
3729,66,15.394804318340652,54.0,277,234,5.262690188904886,3.6888794541139363,1497
3730,58,12.489995996796797,42.0,248,196,5.159055299214529,3.8501476017100584,1281
3731,65,15.491933384829668,46.0,296,272,5.231108616854587,3.912023005428146,1540
3732,67,16.0312195418814,72.0,286,260,5.278114659230517,3.871201010907891,1656
3733,59,12.328828005937952,59.0,254,221,5.147494476813453,4.04305126783455,1300
3734,66,15.0996688705415,74.0,348,296,5.25227342804663,3.9318256327243257,1679
3735,67,15.7797338380595,61.0,308,265,5.318119993844216,3.8501476017100584,1622
3736,74,16.64331697709324,42.0,338,281,5.375278407684165,3.8501476017100584,1721
3737,68,14.422205101855956,72.0,344,243,5.262690188904886,3.8918202981106265,1621
3738,62,15.132745950421556,60.0,292,249,5.19295685089021,4.127134385045092,1544
3739,67,13.711309200802088,53.0,323,229,5.247024072160486,3.784189633918261,1509
3740,74,17.349351572897472,72.0,348,262,5.389071729816501,3.8066624897703196,1805
3741,71,16.34013463836819,67.0,338,325,5.365976015021851,4.060443010546419,1807
3742,60,13.152946437965905,45.0,248,174,5.198497031265826,3.970291913552122,1303
3743,59,13.820274961085254,47.0,245,201,5.170483995038151,3.7612001156935624,1333
3744,68,14.7648230602334,69.0,276,235,5.303304908059076,3.9318256327243257,1555
3745,73,15.968719422671311,41.0,297,254,5.384495062789089,3.828641396489095,1600
3746,66,16.278820596099706,53.0,304,262,5.214935757608986,3.8918202981106265,1616
3747,71,16.703293088490067,67.0,326,279,5.332718793265369,4.0943445622221,1759
3748,73,17.663521732655695,63.0,364,293,5.429345628954441,4.174387269895637,1850
3749,74,16.401219466856727,56.0,271,269,5.43372200355424,4.07753744390572,1652
3750,67,16.61324772583615,62.0,303,274,5.2832037287379885,4.02535169073515,1683
3751,71,15.033296378372908,43.0,276,237,5.3706380281276624,4.02535169073515,1510
3752,69,17.11724276862369,62.0,360,294,5.313205979041787,4.110873864173311,1806
3753,77,15.748015748023622,67.0,339,280,5.424950017481403,3.970291913552122,1775
3754,69,15.874507866387544,58.0,320,297,5.303304908059076,4.060443010546419,1711
3755,68,13.711309200802088,31.0,265,224,5.288267030694535,4.04305126783455,1377
3756,78,17.69180601295413,66.0,361,333,5.459585514144159,4.02535169073515,1987
3757,59,15.0,49.0,275,253,5.198497031265826,3.5553480614894135,1462
3758,66,14.212670403551895,63.0,264,226,5.236441962829949,3.784189633918261,1455
3759,75,16.852299546352718,53.0,300,283,5.442417710521793,3.713572066704308,1706
3760,58,15.066519173319364,60.0,257,246,5.14166355650266,4.007333185232471,1478
3761,68,15.264337522473747,64.0,291,262,5.2832037287379885,3.7612001156935624,1574
3762,72,14.89966442575134,75.0,289,237,5.342334251964811,3.9889840465642745,1589
3763,73,18.49324200890693,69.0,381,309,5.332718793265369,3.713572066704308,1912
3764,53,11.958260743101398,48.0,245,197,5.056245805348308,3.8501476017100584,1193
3765,55,12.206555615733702,61.0,253,197,5.10594547390058,4.007333185232471,1315
3766,59,15.066519173319364,44.0,267,211,5.099866427824199,3.970291913552122,1371
3767,70,16.3707055437449,67.0,328,290,5.313205979041787,3.8918202981106265,1752
3768,61,13.379088160259652,68.0,252,187,5.247024072160486,3.8918202981106265,1352
3769,76,16.941074346097416,77.0,350,330,5.389071729816501,4.07753744390572,1941
3770,72,15.748015748023622,62.0,317,277,5.342334251964811,3.9889840465642745,1722
3771,72,16.76305461424021,66.0,328,307,5.3471075307174685,4.127134385045092,1797
3772,63,15.297058540778355,49.0,264,232,5.1647859739235145,3.5553480614894135,1437
3773,63,14.317821063276353,48.0,267,196,5.209486152841421,3.871201010907891,1346
3774,72,18.439088914585774,70.0,374,347,5.351858133476067,4.0943445622221,2001
3775,64,15.588457268119896,70.0,322,271,5.214935757608986,3.8918202981106265,1633
3776,74,16.64331697709324,38.0,346,315,5.442417710521793,3.970291913552122,1793
3777,61,13.038404810405298,36.0,267,224,5.159055299214529,3.7612001156935624,1319
3778,73,16.64331697709324,63.0,312,310,5.4116460518550396,3.8066624897703196,1770
3779,73,16.30950643030009,64.0,285,299,5.429345628954441,3.871201010907891,1714
3780,75,16.64331697709324,38.0,348,315,5.429345628954441,3.970291913552122,1782
3781,71,14.7648230602334,44.0,316,269,5.3612921657094255,3.9512437185814275,1578
3782,64,16.76305461424021,38.0,277,288,5.25227342804663,3.871201010907891,1581
3783,66,16.73320053068151,67.0,293,264,5.198497031265826,4.127134385045092,1656
3784,70,18.35755975068582,72.0,358,307,5.2832037287379885,4.007333185232471,1887
3785,66,14.866068747318506,46.0,272,261,5.293304824724492,3.713572066704308,1461
3786,75,15.198684153570664,66.0,338,279,5.429345628954441,3.8066624897703196,1745
3787,68,16.09347693943108,65.0,273,229,5.293304824724492,4.007333185232471,1633
3788,67,15.748015748023622,71.0,275,209,5.298317366548036,3.7376696182833684,1554
3789,73,15.198684153570664,61.0,285,251,5.3612921657094255,3.970291913552122,1604
3790,70,16.673332000533065,71.0,330,317,5.3471075307174685,4.0943445622221,1785
3791,77,16.15549442140351,67.0,324,291,5.407171771460119,4.0943445622221,1801
3792,76,15.297058540778355,67.0,308,256,5.4116460518550396,3.8501476017100584,1653
3793,65,14.730919862656235,36.0,263,245,5.337538079701318,4.007333185232471,1477
3794,80,19.078784028338912,87.0,402,334,5.44673737166631,3.8501476017100584,2087
3795,75,17.146428199482248,67.0,318,313,5.424950017481403,4.04305126783455,1835
3796,72,17.11724276862369,72.0,365,319,5.37989735354046,3.828641396489095,1922
3797,64,17.378147196982766,69.0,324,257,5.220355825078324,3.784189633918261,1722
3798,82,16.55294535724685,63.0,328,311,5.521460917862246,3.784189633918261,1902
3799,67,16.703293088490067,73.0,308,279,5.3230099791384085,4.060443010546419,1757
3800,67,15.905973720586866,51.0,292,272,5.209486152841421,4.127134385045092,1618
3801,61,15.033296378372908,69.0,290,228,5.1647859739235145,3.9318256327243257,1509
3802,72,15.198684153570664,59.0,297,260,5.393627546352362,4.007333185232471,1593
3803,65,16.0,82.0,291,230,5.25227342804663,3.6375861597263857,1587
3804,64,16.24807680927192,63.0,338,276,5.241747015059643,3.912023005428146,1673
3805,65,15.264337522473747,70.0,322,217,5.236441962829949,4.04305126783455,1554
3806,57,14.730919862656235,33.0,271,228,5.147494476813453,4.07753744390572,1364
3807,66,16.0,57.0,304,257,5.204006687076795,4.0943445622221,1632
3808,71,17.26267650163207,61.0,344,310,5.351858133476067,4.02535169073515,1815
3809,73,15.937377450509228,39.0,269,265,5.402677381872279,3.6635616461296463,1560
3810,68,16.76305461424021,73.0,325,287,5.308267697401205,3.8918202981106265,1756
3811,66,15.748015748023622,74.0,326,279,5.241747015059643,3.784189633918261,1715
3812,65,16.97056274847714,64.0,352,315,5.214935757608986,3.828641396489095,1811
3813,68,14.212670403551895,38.0,316,299,5.220355825078324,3.9889840465642745,1521
3814,67,18.110770276274835,70.0,334,300,5.214935757608986,3.8066624897703196,1834
3815,69,16.61324772583615,68.0,338,303,5.220355825078324,4.02535169073515,1739
3816,74,18.16590212458495,77.0,324,340,5.356586274672012,3.9889840465642745,1907
3817,80,18.708286933869708,67.0,385,367,5.493061443340548,4.007333185232471,2099
3818,67,15.7797338380595,55.0,318,294,5.313205979041787,4.0943445622221,1682
3819,63,16.401219466856727,64.0,295,258,5.241747015059643,3.9512437185814275,1635
3820,71,17.74823934929885,74.0,345,331,5.262690188904886,3.5553480614894135,1873
3821,80,19.1049731745428,64.0,385,362,5.44673737166631,2.995732273553991,2062
3822,73,17.378147196982766,65.0,340,323,5.389071729816501,3.970291913552122,1839
3823,70,15.811388300841896,69.0,324,278,5.384495062789089,3.8918202981106265,1688
3824,69,17.4928556845359,73.0,340,322,5.231108616854587,3.9318256327243257,1834
3825,68,17.776388834631177,65.0,311,341,5.272999558563747,3.9318256327243257,1814
3826,59,15.84297951775486,73.0,276,262,5.030437921392435,4.07753744390572,1579
3827,73,16.46207763315433,73.0,317,321,5.3471075307174685,3.8918202981106265,1765
3828,69,16.24807680927192,76.0,339,288,5.278114659230517,4.04305126783455,1724
3829,87,19.1049731745428,66.0,395,412,5.552959584921617,3.8501476017100584,2171
3830,71,18.2208671582886,62.0,319,350,5.288267030694535,4.07753744390572,1894
3831,66,15.362291495737216,48.0,279,244,5.231108616854587,4.007333185232471,1516
3832,76,16.76305461424021,69.0,322,288,5.389071729816501,4.174387269895637,1768
3833,74,18.303005217723125,68.0,379,335,5.41610040220442,3.8501476017100584,2008
3834,73,17.60681686165901,79.0,356,337,5.3612921657094255,4.060443010546419,1945
3835,68,17.11724276862369,65.0,347,300,5.272999558563747,3.912023005428146,1767
3836,74,19.28730152198591,67.0,357,355,5.393627546352362,3.8918202981106265,2038
3837,71,17.804493814764857,74.0,350,305,5.298317366548036,4.110873864173311,1897
3838,71,16.401219466856727,69.0,331,297,5.337538079701318,3.912023005428146,1755
3839,68,17.578395831246947,73.0,336,290,5.225746673713202,3.970291913552122,1833
3840,68,16.881943016134134,56.0,352,323,5.198497031265826,3.8918202981106265,1765
3841,72,18.788294228055936,66.0,326,305,5.293304824724492,3.784189633918261,1833
3842,65,15.968719422671311,69.0,331,273,5.209486152841421,4.143134726391533,1722
3843,77,17.549928774784245,71.0,378,330,5.407171771460119,4.0943445622221,1930
3844,71,15.811388300841896,66.0,290,275,5.351858133476067,4.02535169073515,1626
3845,68,17.029386365926403,68.0,361,299,5.272999558563747,3.871201010907891,1809
3846,73,16.06237840420901,53.0,337,302,5.407171771460119,4.007333185232471,1738
3847,79,17.832554500127006,63.0,374,345,5.459585514144159,4.0943445622221,2007
3848,58,16.09347693943108,57.0,251,244,5.1647859739235145,4.060443010546419,1514
3849,69,17.663521732655695,64.0,372,300,5.278114659230517,4.110873864173311,1831
3850,76,17.26267650163207,70.0,360,330,5.407171771460119,4.07753744390572,1886
3851,71,16.881943016134134,49.0,353,303,5.3706380281276624,4.110873864173311,1753
3852,72,17.0,52.0,355,304,5.342334251964811,4.04305126783455,1746
3853,69,15.588457268119896,50.0,364,345,5.241747015059643,3.912023005428146,1714
3854,74,17.435595774162696,69.0,321,314,5.313205979041787,3.828641396489095,1762
3855,70,16.492422502470642,64.0,349,303,5.2574953720277815,3.970291913552122,1777
3856,68,16.46207763315433,68.0,313,284,5.2574953720277815,4.07753744390572,1693
3857,72,17.029386365926403,83.0,317,331,5.327876168789581,3.8501476017100584,1825
3858,65,16.822603841260722,67.0,294,284,5.209486152841421,3.912023005428146,1633
3859,68,16.792855623746664,74.0,337,289,5.267858159063328,3.9318256327243257,1763
3860,62,15.491933384829668,72.0,312,292,5.204006687076795,4.204692619390966,1674
3861,72,17.72004514666935,69.0,320,320,5.303304908059076,4.02535169073515,1789
3862,61,15.874507866387544,57.0,305,259,5.1647859739235145,3.8918202981106265,1566
3863,75,18.16590212458495,63.0,366,308,5.3706380281276624,3.828641396489095,1843
3864,77,18.027756377319946,62.0,350,320,5.455321115357702,3.912023005428146,1920
3865,81,19.493588689617926,65.0,389,358,5.442417710521793,3.912023005428146,2070
3866,77,18.681541692269406,74.0,379,349,5.389071729816501,3.912023005428146,2029
3867,66,16.24807680927192,70.0,279,259,5.278114659230517,3.9512437185814275,1617
3868,64,15.716233645501712,63.0,308,279,5.176149732573829,3.9318256327243257,1618
3869,63,16.583123951777,56.0,312,276,5.1647859739235145,4.143134726391533,1631
3870,65,16.492422502470642,65.0,319,293,5.19295685089021,4.1588830833596715,1676
3871,66,17.52141546793523,64.0,327,318,5.214935757608986,4.127134385045092,1821
3872,56,16.34013463836819,51.0,225,240,5.075173815233827,3.713572066704308,1421
3873,87,19.6468827043885,67.0,337,387,5.517452896464707,3.871201010907891,2021
3874,59,15.198684153570664,54.0,217,237,5.117993812416755,3.784189633918261,1356
3875,63,16.30950643030009,64.0,265,270,5.19295685089021,3.8501476017100584,1580
3876,64,16.703293088490067,58.0,265,265,5.241747015059643,3.9889840465642745,1618
3877,68,16.55294535724685,60.0,322,300,5.267858159063328,4.1588830833596715,1722
3878,67,15.297058540778355,47.0,323,285,5.231108616854587,4.02535169073515,1617
3879,76,17.804493814764857,68.0,406,364,5.375278407684165,4.110873864173311,2045
3880,59,16.673332000533065,59.0,249,256,5.147494476813453,4.07753744390572,1567
3881,68,15.198684153570664,54.0,342,276,5.272999558563747,3.970291913552122,1599
3882,61,16.06237840420901,66.0,269,242,5.176149732573829,3.58351893845611,1506
3883,57,14.832396974191326,57.0,277,215,5.10594547390058,3.9889840465642745,1409
3884,58,15.620499351813308,59.0,324,249,5.1298987149230735,3.9512437185814275,1593
3885,57,15.329709716755891,67.0,257,240,5.123963979403259,3.6375861597263857,1464
3886,70,16.61324772583615,67.0,333,312,5.313205979041787,3.9512437185814275,1767
3887,67,17.97220075561143,62.0,332,296,5.204006687076795,4.04305126783455,1750
3888,62,16.1245154965971,59.0,276,253,5.214935757608986,3.713572066704308,1568
3889,77,17.05872210923198,64.0,373,346,5.43372200355424,3.8918202981106265,1905
3890,65,16.0,57.0,307,249,5.247024072160486,3.8066624897703196,1589
3891,75,18.083141320025124,71.0,361,340,5.438079308923196,3.9889840465642745,1957
3892,65,16.0312195418814,58.0,295,267,5.231108616854587,3.970291913552122,1614
