,weight,w/f,sm,ir,hits,inch_height,bov,skill,agility,power,mentality,defending,goalkeeping,total_stats
1397,165,3,2,1,71.0,74,80,4.003900540957704,60.0,329,284,1.698150339405538,1.3535647976324747,1761
1398,187,2,2,1,12.0,74,74,4.030890324639449,52.0,308,294,1.6852181727139932,1.3535647976324747,1686
1399,165,3,2,1,38.0,69,76,4.030890324639449,73.0,356,333,1.6826692947241089,1.396999671219974,1907
1400,181,3,2,1,6.0,76,67,3.7224194364083982,50.0,273,228,1.6625993768319907,1.3367528183009176,1426
1401,165,2,2,1,3.0,72,63,3.8985489805273272,60.0,259,269,1.6535976917010051,1.3640546328884455,1521
1402,176,2,2,1,4.0,74,64,3.820277413922505,30.0,303,256,1.6566548425881231,1.3481114856713152,1418
1403,176,3,2,1,42.0,74,67,3.8815614349536403,69.0,297,250,1.6654905987582682,1.251764630741022,1556
1404,174,2,2,1,4.0,73,66,3.7976578442318836,60.0,266,202,1.6596547483333284,1.298435801589627,1427
1405,192,2,2,1,5.0,77,77,3.7746267164813805,41.0,317,268,1.6942233942183775,1.417583312645218,1617
1406,187,4,2,1,33.0,76,75,3.935979342530861,54.0,305,274,1.69262435098263,1.392612283633577,1706
1407,172,2,3,1,123.0,75,75,3.890083026160439,64.0,310,275,1.6818103694507691,1.392612283633577,1675
1408,198,3,2,1,10.0,75,63,3.683023210115643,46.0,273,226,1.6473032557366176,1.3691038556058743,1364
1409,187,3,2,2,407.0,75,83,4.133764324515255,57.0,343,305,1.7079163219967186,1.4054932385256123,1865
1410,203,2,2,1,5.0,75,69,3.746420804930781,43.0,321,240,1.672038928909586,1.3740303948169557,1494
1411,163,3,2,1,12.0,72,65,3.7511661226171107,58.0,210,256,1.6692655480168836,1.3308317646057786,1396
1412,203,3,2,1,10.0,78,65,3.5453920925585276,32.0,276,220,1.6635689618373102,1.392612283633577,1324
1413,205,2,2,1,3.0,77,62,3.78849575615538,52.0,270,222,1.6473032557366176,1.3588769911382217,1394
1414,205,5,2,1,13.0,75,75,3.9482220388574776,67.0,365,324,1.6860586552156356,1.2913203187398075,1747
1415,165,3,2,3,231.0,72,85,4.319115430985566,61.0,388,336,1.7086424843059957,1.4326183300679207,2061
1416,179,3,2,3,91.0,72,79,4.075935196471621,58.0,356,316,1.701221686014351,1.3535647976324747,1852
1417,170,4,2,1,4.0,74,70,3.833658625477635,56.0,323,253,1.676555766240811,1.3367528183009176,1579
1418,176,3,2,1,6.0,72,71,3.9603518961524267,53.0,303,232,1.672038928909586,1.4136356249281932,1576
1419,176,3,2,1,3.0,71,68,3.8157856043757277,49.0,283,235,1.6504812238075268,1.3640546328884455,1447
1420,181,3,2,1,22.0,73,75,4.003900540957704,55.0,294,271,1.691818616362426,1.4054932385256123,1651
1421,150,3,2,1,3.0,72,55,3.683023210115643,39.0,242,192,1.6243607736485148,1.3535647976324747,1280
1422,179,3,2,1,15.0,75,66,3.820277413922505,53.0,276,225,1.6566548425881231,1.3640546328884455,1452
1423,194,2,2,1,11.0,76,65,3.915317320059243,57.0,255,255,1.6654905987582682,1.4136356249281932,1501
1424,176,3,2,1,3.0,74,67,3.7699695494197156,58.0,268,223,1.6616238585115888,1.3691038556058743,1426
1425,165,3,2,1,4.0,74,69,3.8815614349536403,54.0,288,236,1.6616238585115888,1.3740303948169557,1500
1426,176,3,3,1,5.0,72,69,4.222860937815382,60.0,324,321,1.677443815276561,1.3788396218579066,1832
1427,185,3,2,2,477.0,75,82,4.030890324639449,60.0,318,272,1.7079163219967186,1.224127540701542,1706
1428,176,3,2,1,7.0,72,72,3.736875706224244,59.0,262,231,1.676555766240811,1.4096066464289525,1473
1429,181,2,2,1,6.0,75,67,3.8985489805273272,59.0,325,235,1.657661072489074,1.396999671219974,1563
1430,190,3,2,1,32.0,74,64,3.8247534349716967,52.0,247,235,1.6515267696058114,1.2839620094543296,1416
1431,174,3,2,1,7.0,72,63,3.902761357260756,44.0,304,248,1.6494288456372879,1.3184623205053285,1533
1432,176,3,2,1,36.0,73,62,3.80675409583932,54.0,271,232,1.6440614850208792,1.4289675858306226,1461
1433,187,3,2,1,345.0,76,78,3.968376966471762,64.0,316,264,1.6965914837958764,1.3740303948169557,1696
1434,165,4,2,1,4.0,74,65,3.6780088714505137,53.0,255,221,1.6596547483333284,1.3247380861805318,1369
1435,174,2,2,1,4.0,75,59,3.3701360049114557,35.0,263,196,1.641863663944111,1.417583312645218,1202
1436,174,2,2,1,4.0,72,60,3.6002057436785084,44.0,256,214,1.6556422529709331,1.3425100134968837,1322
1437,170,2,2,1,22.0,73,69,3.8512851068430813,49.0,291,226,1.6692655480168836,1.3588769911382217,1473
1438,170,3,2,1,3.0,71,64,3.8600083452955563,60.0,296,230,1.6494288456372879,1.392612283633577,1498
1439,170,3,2,1,4.0,74,65,4.030890324639449,65.0,336,272,1.652565565295187,1.3788396218579066,1670
1440,181,3,2,1,16.0,77,72,3.83808804779883,33.0,283,231,1.6783268831289937,1.3425100134968837,1434
1441,209,3,2,2,279.0,75,82,4.147848904442549,52.0,360,331,1.6996936443146262,1.4054932385256123,1887
1442,187,2,2,1,9.0,76,60,3.439790628250393,41.0,260,206,1.6429663002001658,1.4054932385256123,1281
1443,192,3,2,1,53.0,75,72,3.820277413922505,63.0,280,244,1.6792050217206924,1.396999671219974,1521
1444,172,3,2,1,3.0,73,65,3.6108731368472777,60.0,290,253,1.6494288456372879,1.3247380861805318,1423
1445,187,3,2,1,3.0,72,69,4.179024909781345,60.0,303,255,1.6654905987582682,1.396999671219974,1693
1446,183,2,2,3,223.0,74,83,3.8512851068430813,67.0,288,245,1.7136314427104262,1.3588769911382217,1638
1447,176,3,2,2,24.0,72,71,3.976353643835253,59.0,364,296,1.6635689618373102,1.4465648595477707,1720
1448,168,3,2,1,11.0,73,56,3.5509886247238938,39.0,246,193,1.6304056399335578,1.4289675858306226,1239
1449,172,3,2,1,87.0,74,74,3.9111454256749845,49.0,302,302,1.6783268831289937,1.4136356249281932,1626
1450,196,2,2,1,19.0,76,70,3.9441537984850497,34.0,331,274,1.6747645128995639,1.3740303948169557,1568
1451,181,3,2,1,7.0,72,65,3.7416573867739413,34.0,240,210,1.6596547483333284,1.4054932385256123,1381
1452,190,2,2,1,9.0,74,65,3.8686728405353388,79.0,334,235,1.6566548425881231,1.4096066464289525,1634
1453,174,2,2,1,20.0,74,61,3.6371357625641294,45.0,242,218,1.6556422529709331,1.3881259789913998,1337
1454,181,3,2,1,4.0,74,69,3.820277413922505,33.0,285,249,1.6692655480168836,1.4214526816086592,1447
1455,176,3,2,1,6.0,73,65,3.3831232821550556,63.0,289,220,1.666442781379039,1.4431723270012284,1401
1456,176,3,2,1,43.0,74,68,3.692990887747471,42.0,278,234,1.6654905987582682,1.3835365735581087,1393
1457,168,2,2,1,4.0,76,66,3.8112778757700085,66.0,310,229,1.6645326805160583,1.4214526816086592,1496
1458,183,2,2,1,8.0,75,68,4.061086369737861,54.0,263,293,1.6783268831289937,1.3053227409632366,1550
1459,179,3,2,1,3.0,72,66,3.594836294370035,49.0,302,234,1.6586610167850495,1.3740303948169557,1413
1460,209,3,2,1,137.0,75,78,3.968376966471762,63.0,296,267,1.69262435098263,1.298435801589627,1616
1461,172,3,2,2,79.0,76,78,4.019389807098026,56.0,295,293,1.691818616362426,1.3308317646057786,1704
1462,176,3,2,1,4.0,72,68,3.976353643835253,63.0,278,265,1.6701954155939902,1.3481114856713152,1590
1463,183,2,2,1,3.0,74,60,3.439790628250393,34.0,267,200,1.6385100869349585,1.3691038556058743,1250
1464,174,2,2,1,4.0,73,66,3.8686728405353388,45.0,295,236,1.6556422529709331,1.3740303948169557,1550
1465,181,2,2,1,10.0,75,72,3.976353643835253,35.0,284,268,1.691818616362426,1.3308317646057786,1511
1466,170,2,2,1,3.0,74,66,3.8556541270345432,56.0,278,227,1.6625993768319907,1.3425100134968837,1452
1467,168,3,2,1,3.0,72,68,3.890083026160439,56.0,328,261,1.6711198562827467,1.4012920835590674,1566
1468,179,2,2,1,3.0,75,57,3.4274392955194304,47.0,255,208,1.6451493117368803,1.3119942346184028,1274
1469,165,3,2,2,20.0,72,74,4.038502993721818,56.0,337,285,1.6950167820135742,1.3881259789913998,1801
1470,187,3,2,1,7.0,73,74,4.133764324515255,60.0,368,315,1.6934259303119472,1.7375812749434183,2136
1471,176,3,2,1,5.0,76,64,3.6423205736757436,30.0,293,248,1.657661072489074,1.3308317646057786,1338
1472,176,3,2,1,3.0,72,65,3.7699695494197156,42.0,298,266,1.657661072489074,1.3881259789913998,1525
1473,183,3,2,1,4.0,75,66,3.631928682982765,42.0,290,217,1.6535976917010051,1.3640546328884455,1363
1474,170,3,2,1,8.0,74,76,4.034702045517079,63.0,344,311,1.6910086860165965,1.3691038556058743,1824
1475,179,3,2,1,21.0,74,71,3.9603518961524267,53.0,263,266,1.676555766240811,1.3588769911382217,1549
1476,163,3,2,1,5.0,71,68,3.833658625477635,71.0,252,220,1.6711198562827467,1.392612283633577,1490
1477,176,3,2,1,7.0,74,62,3.755893499510587,49.0,259,220,1.654623228243748,1.3691038556058743,1366
1478,161,3,2,1,8.0,73,75,4.007789715567548,67.0,299,294,1.69262435098263,1.4136356249281932,1720
1479,192,4,2,1,4.0,75,74,3.8643478781119174,47.0,292,262,1.6835235388561318,1.392612283633577,1550
1480,192,3,2,1,32.0,75,69,3.7699695494197156,36.0,276,228,1.6683301937789266,1.3535647976324747,1409
1481,176,4,2,1,54.0,74,72,4.10153676580629,58.0,375,296,1.672952691374451,1.2684529660545276,1758
1482,163,3,2,1,5.0,72,71,3.902761357260756,68.0,317,280,1.6711198562827467,1.3247380861805318,1667
1483,154,3,2,1,5.0,72,69,3.746420804930781,47.0,274,241,1.672038928909586,1.392612283633577,1449
1484,192,2,2,1,11.0,74,63,3.7175630406336424,31.0,258,222,1.6451493117368803,1.3740303948169557,1306
1485,165,3,2,1,11.0,71,59,3.5676213450081633,49.0,263,215,1.6494288456372879,1.3788396218579066,1331
1486,170,3,2,2,58.0,72,81,4.262147595354359,67.0,398,308,1.7071867066117268,1.4214526816086592,1969
1487,165,2,2,1,5.0,75,64,3.7077927510673407,62.0,300,224,1.6586610167850495,1.3481114856713152,1452
1488,170,3,2,1,6.0,71,72,4.061086369737861,65.0,301,275,1.6818103694507691,1.3588769911382217,1726
1489,209,2,3,1,817.0,76,80,4.038502993721818,65.0,301,284,1.701221686014351,1.3588769911382217,1725
1490,121,3,2,1,5.0,70,60,3.505453712067028,48.0,249,210,1.6556422529709331,1.3588769911382217,1325
1491,190,3,2,1,3.0,77,63,4.112363617834367,30.0,307,269,1.6451493117368803,1.3119942346184028,1525
1492,190,2,2,1,4.0,74,66,4.105155240225724,53.0,313,278,1.6556422529709331,1.3788396218579066,1656
1493,194,2,2,1,3.0,76,63,3.760603093086394,47.0,272,218,1.6515267696058114,1.4096066464289525,1395
1494,176,4,2,1,26.0,74,69,3.872983346207417,70.0,295,256,1.6645326805160583,1.4096066464289525,1614
1495,163,2,2,1,6.0,71,60,3.8469011667768047,61.0,258,225,1.641863663944111,1.3481114856713152,1457
1496,190,3,2,1,14.0,75,72,4.027067759577291,43.0,324,242,1.6860586552156356,1.396999671219974,1640
1497,168,3,2,1,3.0,75,64,3.92775363541828,63.0,315,249,1.6535976917010051,1.3425100134968837,1583
1498,190,3,2,1,7.0,73,70,4.179024909781345,54.0,274,301,1.6783268831289937,1.4326183300679207,1671
1499,187,3,2,1,3.0,76,70,3.7224194364083982,32.0,274,273,1.677443815276561,1.392612283633577,1512
1500,181,3,2,1,16.0,72,59,3.683023210115643,64.0,271,216,1.6385100869349585,1.3535647976324747,1392
1501,196,2,2,1,3.0,77,67,3.760603093086394,38.0,269,228,1.6683301937789266,1.3425100134968837,1420
1502,192,3,2,2,86.0,73,81,3.8815614349536403,48.0,309,284,1.701980070888831,1.4012920835590674,1657
1503,179,3,2,2,92.0,74,82,3.956320998414882,60.0,287,273,1.7093652239769999,1.4326183300679207,1680
1504,187,3,2,1,4.0,74,69,3.872983346207417,47.0,264,271,1.666442781379039,1.3740303948169557,1492
1505,194,3,2,1,3.0,74,70,3.915317320059243,35.0,267,258,1.6747645128995639,1.3588769911382217,1483
1506,194,3,2,1,3.0,75,72,3.952277742240961,36.0,285,245,1.6826692947241089,1.3367528183009176,1499
1507,185,3,2,1,17.0,77,66,3.7652950586584613,30.0,281,241,1.6494288456372879,1.4054932385256123,1376
1508,187,3,2,1,5.0,75,69,3.8600083452955563,56.0,309,249,1.6606423387649303,1.3535647976324747,1444
1509,176,3,2,1,4.0,74,61,3.72725689877285,65.0,324,204,1.6606423387649303,1.4326183300679207,1519
1510,194,3,2,1,16.0,76,75,3.968376966471762,40.0,301,272,1.6877261782437236,1.4012920835590674,1573
1511,174,4,2,1,5.0,75,59,3.8858292384691198,56.0,290,194,1.6280143374292215,1.3640546328884455,1378
1512,183,2,2,1,27.0,76,78,4.072238199292498,45.0,336,315,1.6965914837958764,1.396999671219974,1786
1513,176,3,2,1,4.0,74,66,3.8112778757700085,47.0,319,244,1.654623228243748,1.4136356249281932,1519
1514,187,3,2,1,12.0,75,70,3.9069601383266948,32.0,302,267,1.6692655480168836,1.3691038556058743,1515
1515,165,3,2,1,32.0,73,76,3.8943229049609,61.0,308,259,1.6893760735113401,1.3691038556058743,1625
1516,170,3,2,1,4.0,72,65,3.626699110481307,54.0,246,203,1.6673892921414593,1.3535647976324747,1367
1517,174,3,2,1,3.0,74,63,3.760603093086394,51.0,271,193,1.6504812238075268,1.3367528183009176,1356
1518,179,3,2,1,31.0,72,66,3.6628415014847064,67.0,309,222,1.657661072489074,1.3588769911382217,1466
1519,168,3,2,1,6.0,72,57,3.755893499510587,46.0,253,205,1.631588328253238,1.3691038556058743,1325
1520,185,3,2,1,5.0,73,62,3.8600083452955563,48.0,282,225,1.641863663944111,1.3740303948169557,1418
1521,176,4,3,1,246.0,74,79,4.061086369737861,63.0,262,293,1.700459555401444,1.3835365735581087,1708
1522,168,3,2,1,3.0,73,67,3.6780088714505137,37.0,282,231,1.6625993768319907,1.4289675858306226,1425
1523,192,3,2,1,3.0,74,71,3.976353643835253,55.0,304,307,1.6783268831289937,1.4012920835590674,1671
1524,172,3,2,1,5.0,72,63,3.8985489805273272,67.0,295,235,1.6473032557366176,1.3308317646057786,1543
1525,190,2,2,1,4.0,76,72,3.72725689877285,51.0,286,242,1.6860586552156356,1.3640546328884455,1503
1526,181,2,2,1,9.0,73,63,3.6002057436785084,40.0,301,222,1.6616238585115888,1.392612283633577,1370
1527,172,2,2,1,6.0,72,58,3.6108731368472777,48.0,292,215,1.6483695513605736,1.3835365735581087,1366
1528,192,3,2,1,12.0,77,59,3.528441525374727,53.0,273,183,1.6350859153080564,1.3425100134968837,1247
1529,168,3,2,1,36.0,76,78,3.902761357260756,32.0,340,301,1.69262435098263,1.392612283633577,1644
1530,179,3,2,1,4.0,72,65,3.8686728405353388,58.0,283,233,1.6566548425881231,1.2839620094543296,1475
1531,183,3,2,2,18.0,74,72,4.206162860964151,40.0,306,315,1.6826692947241089,1.3535647976324747,1709
1532,159,4,2,1,3.0,73,64,3.9194759210559282,63.0,289,271,1.6586610167850495,1.3788396218579066,1580
1533,174,4,2,1,19.0,72,73,3.935979342530861,60.0,288,266,1.6835235388561318,1.3740303948169557,1601
1534,183,3,2,2,3.0,75,76,4.030890324639449,31.0,346,305,1.6942233942183775,1.3835365735581087,1714
1535,183,3,2,1,3.0,77,62,3.5341188430493955,49.0,280,224,1.6483695513605736,1.3788396218579066,1292
1536,174,3,2,1,5.0,76,59,3.6679182170645124,42.0,283,217,1.640753481184427,1.4096066464289525,1329
1537,174,3,3,1,4.0,76,66,3.8022141305824637,33.0,305,266,1.6586610167850495,1.396999671219974,1456
1538,168,3,2,1,10.0,73,72,3.8556541270345432,71.0,319,251,1.677443815276561,1.392612283633577,1566
1539,198,2,2,1,8.0,75,62,3.6679182170645124,64.0,290,214,1.6566548425881231,1.3053227409632366,1353
1540,165,3,2,1,256.0,71,81,4.284572294953817,73.0,358,324,1.704976831629163,1.3640546328884455,2001
1541,194,3,2,1,4.0,77,67,3.672973939906468,53.0,279,230,1.666442781379039,1.392612283633577,1377
1542,176,2,3,1,5.0,76,73,3.872983346207417,45.0,227,284,1.6910086860165965,1.436201191916192,1494
1543,179,3,2,1,9.0,74,70,3.755893499510587,48.0,288,259,1.6809467148946111,1.3588769911382217,1497
1544,172,3,2,1,15.0,73,77,4.13022058844706,55.0,333,258,1.698150339405538,1.3588769911382217,1694
1545,205,2,2,1,5.0,77,66,3.7746267164813805,54.0,296,203,1.6645326805160583,1.4498980416116356,1461
1546,157,3,2,1,18.0,72,74,4.172157138163568,66.0,362,300,1.6783268831289937,1.3481114856713152,1836
1547,168,3,2,1,10.0,73,55,3.452010325565812,49.0,253,192,1.6255876731852767,1.3588769911382217,1215
1548,179,3,2,1,6.0,71,65,3.9643705232359037,62.0,306,286,1.6616238585115888,1.4136356249281932,1625
1549,165,3,2,1,4.0,73,62,3.9643705232359037,51.0,264,239,1.6451493117368803,1.3425100134968837,1494
1550,172,3,2,1,16.0,74,70,3.8686728405353388,57.0,306,242,1.676555766240811,1.4096066464289525,1557
1551,168,3,2,1,12.0,72,65,3.616171570960374,58.0,290,209,1.6556422529709331,1.3691038556058743,1442
1552,187,2,2,1,8.0,76,71,3.8512851068430813,56.0,317,252,1.6835235388561318,1.3881259789913998,1568
1553,172,3,2,1,53.0,74,75,3.902761357260756,63.0,305,248,1.6860586552156356,1.3881259789913998,1607
1554,181,3,2,1,4.0,74,70,3.9111454256749845,40.0,313,282,1.672952691374451,1.3835365735581087,1567
1555,172,3,2,1,6.0,73,63,3.7175630406336424,56.0,279,235,1.6535976917010051,1.298435801589627,1378
1556,170,3,2,1,7.0,73,71,3.952277742240961,57.0,323,267,1.6800782821876006,1.392612283633577,1653
1557,154,3,2,1,5.0,72,61,3.72725689877285,61.0,247,210,1.640753481184427,1.3788396218579066,1369
1558,190,3,2,1,17.0,73,72,3.956320998414882,59.0,325,264,1.6738612006698723,1.3184623205053285,1658
1559,172,4,2,1,21.0,72,72,3.9842826037302554,61.0,330,231,1.6800782821876006,1.396999671219974,1666
1560,163,3,2,1,8.0,75,65,3.8815614349536403,45.0,273,249,1.6556422529709331,1.3184623205053285,1463
1561,190,3,2,1,6.0,77,68,3.7699695494197156,34.0,282,244,1.672952691374451,1.3788396218579066,1445
1562,168,3,2,1,30.0,71,74,4.0,55.0,326,266,1.6792050217206924,1.3640546328884455,1664
1563,187,3,2,1,13.0,76,64,3.7175630406336424,47.0,272,218,1.6515267696058114,1.3308317646057786,1404
1564,183,3,2,1,26.0,75,70,3.9603518961524267,61.0,307,255,1.6701954155939902,1.3881259789913998,1588
1565,165,3,2,1,4.0,75,65,3.7511661226171107,46.0,297,235,1.652565565295187,1.4214526816086592,1529
1566,176,2,2,1,13.0,72,62,3.631928682982765,66.0,287,212,1.652565565295187,1.3691038556058743,1433
1567,168,2,2,1,4.0,74,69,3.9803240468277026,61.0,290,263,1.6635689618373102,1.3588769911382217,1584
1568,168,2,3,1,62.0,71,70,3.80675409583932,73.0,305,242,1.6711198562827467,1.3691038556058743,1619
1569,181,2,2,1,5.0,75,64,3.7930850992217615,52.0,289,227,1.6535976917010051,1.3788396218579066,1446
1570,194,3,2,1,24.0,77,67,3.7077927510673407,50.0,259,224,1.6654905987582682,1.396999671219974,1420
1571,170,4,2,1,21.0,74,73,3.98822939668556,54.0,297,277,1.6885533075517642,1.3691038556058743,1652
1572,176,2,2,1,3.0,73,63,3.6371357625641294,52.0,261,207,1.6504812238075268,1.396999671219974,1377
1573,172,3,2,1,3.0,73,54,3.4274392955194304,43.0,243,201,1.6292143487645936,1.4012920835590674,1206
1574,174,3,2,1,5.0,72,68,3.672973939906468,37.0,318,226,1.6683301937789266,1.3588769911382217,1458
1575,183,3,2,1,3.0,74,63,4.192659756198557,64.0,352,280,1.6451493117368803,1.3481114856713152,1712
1576,170,2,2,1,15.0,73,69,3.7416573867739413,59.0,272,212,1.6747645128995639,1.3367528183009176,1433
1577,168,4,2,1,26.0,72,75,3.9803240468277026,64.0,334,240,1.6893760735113401,1.3588769911382217,1691
1578,187,3,2,1,3.0,76,60,3.6526242708669523,35.0,195,197,1.6483695513605736,1.3691038556058743,1211
1579,192,3,2,1,3.0,74,69,3.8469011667768047,28.0,279,279,1.6673892921414593,1.3740303948169557,1471
1580,172,3,2,1,49.0,73,66,3.8985489805273272,40.0,287,249,1.6645326805160583,1.3881259789913998,1515
1581,170,3,2,1,6.0,72,67,3.833658625477635,60.0,274,239,1.6606423387649303,1.4012920835590674,1496
1582,172,3,2,1,3.0,75,70,4.165255283040581,54.0,350,272,1.6711198562827467,1.3788396218579066,1679
1583,159,3,2,1,14.0,73,76,3.935979342530861,49.0,324,274,1.6893760735113401,1.3367528183009176,1624
1584,185,2,2,1,5.0,77,67,3.589442676339201,70.0,295,260,1.6566548425881231,1.3425100134968837,1454
1585,183,3,2,1,3.0,74,69,3.9482220388574776,42.0,310,268,1.6625993768319907,1.3367528183009176,1580
1586,172,4,2,1,488.0,73,78,4.046072854478142,73.0,306,247,1.691818616362426,1.3691038556058743,1736
1587,183,3,2,1,18.0,76,76,3.9400729303224864,72.0,343,264,1.6835235388561318,1.3881259789913998,1717
1588,183,2,2,1,3.0,75,72,3.9441537984850497,65.0,342,296,1.6818103694507691,1.3247380861805318,1710
1589,170,3,2,1,30.0,74,71,3.8643478781119174,54.0,275,246,1.6738612006698723,1.3367528183009176,1522
1590,185,2,2,1,17.0,74,74,4.229485053762256,65.0,360,309,1.676555766240811,1.3881259789913998,1852
1591,172,2,2,1,3.0,73,62,3.573114234782272,46.0,283,218,1.654623228243748,1.3247380861805318,1352
1592,170,3,2,1,3.0,73,67,3.6679182170645124,72.0,300,257,1.6701954155939902,1.4289675858306226,1577
1593,183,3,2,1,8.0,74,69,3.83808804779883,49.0,281,253,1.6738612006698723,1.3308317646057786,1490
1594,185,3,2,1,12.0,73,71,3.9111454256749845,66.0,301,268,1.6683301937789266,1.396999671219974,1631
1595,154,3,2,1,23.0,72,66,3.992164506944726,62.0,287,243,1.666442781379039,1.3788396218579066,1576
1596,170,4,2,1,8.0,73,72,3.956320998414882,65.0,344,295,1.6747645128995639,1.3640546328884455,1748
1597,183,3,2,2,12.0,74,71,3.9400729303224864,54.0,367,258,1.677443815276561,1.3535647976324747,1686
1598,172,3,2,1,3.0,73,55,3.452010325565812,57.0,261,185,1.6231246605584686,1.3481114856713152,1243
1599,194,3,2,1,73.0,75,66,3.692990887747471,39.0,287,232,1.6616238585115888,1.3740303948169557,1403
1600,165,2,2,1,3.0,73,57,3.589442676339201,63.0,257,204,1.6243607736485148,1.3367528183009176,1306
1601,174,3,2,1,56.0,74,79,4.027067759577291,53.0,321,284,1.698923917545755,1.3053227409632366,1733
1602,187,2,2,1,5.0,74,72,3.9236213270830116,31.0,336,278,1.672952691374451,1.4498980416116356,1549
1603,152,3,2,1,12.0,71,71,4.034702045517079,66.0,336,281,1.6756626832965449,1.4012920835590674,1725
1604,187,3,2,1,4.0,75,63,3.746420804930781,61.0,262,232,1.6473032557366176,1.4214526816086592,1388
1605,190,3,2,1,4.0,74,69,3.833658625477635,53.0,334,285,1.6673892921414593,1.3535647976324747,1617
1606,165,3,2,1,3.0,71,64,3.589442676339201,70.0,270,237,1.6635689618373102,1.3367528183009176,1393
1607,168,2,2,1,11.0,73,62,3.7126875376323043,54.0,279,191,1.6616238585115888,1.3367528183009176,1347
1608,165,3,2,1,6.0,72,55,3.522736669975611,38.0,253,190,1.6243607736485148,1.3881259789913998,1225
1609,181,3,2,1,4.0,74,70,4.13022058844706,58.0,360,284,1.6673892921414593,1.4012920835590674,1771
1610,187,2,2,1,3.0,76,64,3.5341188430493955,34.0,237,189,1.6535976917010051,1.4012920835590674,1220
1611,181,2,2,1,5.0,75,64,3.7175630406336424,53.0,281,218,1.6515267696058114,1.4096066464289525,1424
1612,172,3,2,1,3.0,74,63,3.8643478781119174,67.0,259,250,1.6535976917010051,1.3119942346184028,1504
1613,161,3,2,1,3.0,72,62,3.8512851068430813,70.0,295,219,1.652565565295187,1.3247380861805318,1499
1614,196,3,2,3,226.0,74,88,4.02323427807015,52.0,316,294,1.7204869760912846,1.3247380861805318,1734
1615,203,2,2,1,14.0,76,68,3.8247534349716967,36.0,303,233,1.6616238585115888,1.4012920835590674,1420
1616,181,3,2,1,4.0,76,66,3.9482220388574776,45.0,280,252,1.6635689618373102,1.3788396218579066,1492
1617,174,2,2,1,37.0,73,71,4.090623489235047,71.0,330,250,1.6673892921414593,1.3788396218579066,1705
1618,165,3,2,2,10.0,72,74,3.8556541270345432,67.0,271,250,1.698150339405538,1.3835365735581087,1591
1619,165,2,2,1,62.0,73,66,3.7838896737717334,56.0,261,217,1.6625993768319907,1.3740303948169557,1440
1620,176,3,2,1,14.0,73,67,3.902761357260756,56.0,266,228,1.6596547483333284,1.3535647976324747,1510
1621,159,3,2,1,3.0,71,67,3.7792667089113596,60.0,303,262,1.672952691374451,1.3588769911382217,1582
1622,185,3,2,1,5.0,77,67,3.8600083452955563,40.0,296,230,1.6616238585115888,1.3247380861805318,1443
1623,194,2,2,1,14.0,76,73,3.902761357260756,44.0,304,273,1.6835235388561318,1.4012920835590674,1582
1624,174,3,2,1,7.0,74,66,3.8469011667768047,58.0,272,209,1.6645326805160583,1.3367528183009176,1480
1625,165,3,2,1,4.0,72,71,3.872983346207417,66.0,305,266,1.6783268831289937,1.4012920835590674,1653
1626,172,3,2,1,9.0,73,64,3.511243085566414,52.0,223,202,1.6586610167850495,1.3119942346184028,1301
1627,185,4,2,2,89.0,74,80,4.319115430985566,64.0,392,361,1.698150339405538,1.3788396218579066,2060
1628,165,3,2,1,3.0,71,64,3.7838896737717334,49.0,275,230,1.6645326805160583,1.3788396218579066,1458
1629,183,3,2,1,123.0,75,78,3.9441537984850497,44.0,273,309,1.698923917545755,1.3588769911382217,1630
1630,187,2,2,1,105.0,74,70,3.833658625477635,51.0,303,232,1.6701954155939902,1.3691038556058743,1504
1631,170,2,2,1,3.0,73,64,3.697944608992588,63.0,287,202,1.6566548425881231,1.3691038556058743,1390
1632,181,2,2,1,5.0,72,56,3.6679182170645124,46.0,249,182,1.633928354228994,1.3881259789913998,1278
1633,154,3,2,1,19.0,73,65,3.8943229049609,53.0,267,208,1.657661072489074,1.3425100134968837,1438
1634,163,3,2,1,5.0,72,70,4.011667600815287,71.0,326,260,1.6654905987582682,1.392612283633577,1661
1635,192,3,2,2,14.0,74,68,4.133764324515255,62.0,353,262,1.6683301937789266,1.3535647976324747,1711
1636,161,2,2,1,4.0,74,57,3.5785819083633807,52.0,263,204,1.6304056399335578,1.3788396218579066,1296
1637,176,3,2,1,529.0,75,80,4.105155240225724,63.0,311,294,1.701221686014351,1.4054932385256123,1771
1638,168,3,2,1,3.0,71,63,3.626699110481307,37.0,262,213,1.6596547483333284,1.3053227409632366,1321
1639,165,2,2,1,3.0,72,68,3.7224194364083982,32.0,263,220,1.6683301937789266,1.3367528183009176,1387
1640,187,3,2,1,3.0,77,63,3.594836294370035,51.0,280,214,1.6494288456372879,1.396999671219974,1356
1641,185,3,2,1,3.0,72,65,3.7930850992217615,34.0,321,216,1.6494288456372879,1.396999671219974,1444
1642,172,5,2,1,19.0,72,75,4.265372832316098,69.0,383,312,1.6835235388561318,1.4136356249281932,1904
1643,192,2,2,1,672.0,75,80,4.003900540957704,51.0,302,299,1.6996936443146262,1.3640546328884455,1670
1644,174,3,2,1,4.0,72,68,3.589442676339201,69.0,285,215,1.6596547483333284,1.392612283633577,1451
